case,category,categoryBig,mistake,freq,interesting,falseValue
команлдира,командир,інше,TRUE,1,,3097
командр,командир,інше,TRUE,1,,3097
командрир,командир,інше,TRUE,1,,3097
комвндир,командир,інше,TRUE,1,,3097
командтра,командир,інше,TRUE,1,,3097
команлир,командир,інше,TRUE,1,,3097
командтр,командир,інше,TRUE,1,,3097
кмандир,командир,інше,TRUE,1,,3097
коиандир,командир,інше,TRUE,1,,3097
кгомандира,командир,інше,TRUE,1,,3097
команира,командир,інше,TRUE,2,,3097
комндира,командир,інше,TRUE,2,,3097
коиандира,командир,інше,TRUE,2,,3097
командиир,командир,інше,TRUE,2,,3097
командар,командир,інше,TRUE,2,,3097
комондир,командир,інше,TRUE,4,yes,3097
комндир,командир,інше,TRUE,4,,3097
камандир,командир,інше,TRUE,6,yes,3097
комадир,командир,інше,TRUE,9,,3097
командір,командир,інше,TRUE,8,,3097
командир,командир,інше,FALSE,3097,,3097
комп'терної,комп'ютер,апостроф,TRUE,1,,385
комп'ютенро,комп'ютер,апостроф,TRUE,1,,385
комп'юторних,комп'ютер,апостроф,TRUE,2,,385
комп'ютерниїх,комп'ютер,апостроф,TRUE,1,,385
компь'ютерної,комп'ютер,апостроф,TRUE,2,,385
комп'ютерізації,комп'ютер,апостроф,TRUE,2,,385
комп*ютерного,комп'ютер,апостроф,TRUE,3,,385
ком'ютерного,комп'ютер,апостроф,TRUE,6,,385
компьютерного,комп'ютер,апостроф,TRUE,16,,385
"комп""ютерного",комп'ютер,апостроф,TRUE,28,,385
компютерного,комп'ютер,апостроф,TRUE,41,,385
комп'ютерного,комп'ютер,апостроф,FALSE,385,,385
лікарняної,лікар,інше,TRUE,1,,2581
ліарні,лікар,інше,TRUE,1,,2581
лікарьско,лікар,інше,TRUE,1,,2581
лікрнею,лікар,інше,TRUE,1,,2581
ліар,лікар,інше,TRUE,1,,2581
лікарніею,лікар,інше,TRUE,1,,2581
лікая,лікар,інше,TRUE,1,,2581
лкар,лікар,інше,TRUE,1,,2581
лікаських,лікар,інше,TRUE,1,,2581
лакарсько,лікар,інше,TRUE,1,,2581
лїкар,лікар,інше,TRUE,1,,2581
лікрні,лікар,інше,TRUE,1,,2581
лукарнею,лікар,інше,TRUE,1,yes,2581
ліікар,лікар,інше,TRUE,1,,2581
ликарь,лікар,інше,TRUE,1,yes,2581
лікара,лікар,інше,TRUE,1,,2581
лікарняі,лікар,інше,TRUE,1,,2581
лікакр,лікар,інше,TRUE,1,,2581
лікуарні,лікар,інше,TRUE,1,,2581
ликар,лікар,інше,TRUE,2,,2581
лікарської,лікар,інше,TRUE,2,,2581
лікарь,лікар,інше,TRUE,14,,2581
лікар,лікар,інше,FALSE,2581,,2581
мвайстер,майстер,інше,TRUE,1,yes,4019
майстрер,майстер,інше,TRUE,1,yes,4019
майстерен,майстер,інше,TRUE,1,,4019
майснер,майстер,інше,TRUE,1,yes,4019
мійстер,майстер,інше,TRUE,1,,4019
майстир,майстер,інше,TRUE,1,yes,4019
майстері,майстер,інше,TRUE,1,,4019
майстерньою,майстер,інше,TRUE,1,,4019
майстерн,майстер,інше,TRUE,1,,4019
мастерской,майстер,інше,TRUE,1,,4019
мацстер,майстер,інше,TRUE,1,,4019
мастерського,майстер,інше,TRUE,1,,4019
маайстер,майстер,інше,TRUE,1,,4019
айстер,майстер,інше,TRUE,1,,4019
майстре,майстер,інше,TRUE,2,,4019
майстернь,майстер,інше,TRUE,2,,4019
иайстер,майстер,інше,TRUE,2,,4019
майстерської,майстер,інше,TRUE,2,,4019
майсте,майстер,інше,TRUE,3,,4019
маїстер,майстер,інше,TRUE,3,yes,4019
маистер,майстер,інше,TRUE,3,,4019
майстєр,майстер,інше,TRUE,5,yes,4019
майстар,майстер,інше,TRUE,5,yes,4019
майсер,майстер,інше,TRUE,10,,4019
майтер,майстер,інше,TRUE,17,yes,4019
майстр,майстер,інше,TRUE,38,yes,4019
мастер,майстер,інше,TRUE,93,yes,4019
майстер,майстер,інше,FALSE,4019,,4019
механізірованої,механік,інше,TRUE,1,,1149
механічною,механік,інше,TRUE,1,,1149
механіх,механік,інше,TRUE,1,,1149
мханік,механік,інше,TRUE,1,,1149
механізазації,механік,інше,TRUE,1,,1149
єлектромеханнік,механік,інше,TRUE,1,,1149
мехенік,механік,інше,TRUE,1,yes,1149
механі,механік,інше,TRUE,1,,1149
електормеханік,механік,інше,TRUE,1,,1149
маханік,механік,інше,TRUE,1,yes,1149
механічноі,механік,інше,TRUE,1,,1149
механізції,механік,інше,TRUE,1,,1149
миханік,механік,інше,TRUE,1,yes,1149
механиік,механік,інше,TRUE,1,,1149
механізаціх,механік,інше,TRUE,1,,1149
механїк,механік,інше,TRUE,1,,1149
мехнік,механік,інше,TRUE,1,,1149
механізації,механік,інше,TRUE,1,,1149
єлектромеханїк,механік,інше,TRUE,1,,1149
єлектромеханик,механік,інше,TRUE,1,,1149
механнік,механік,інше,TRUE,1,,1149
елекртомеханік,механік,інше,TRUE,1,,1149
мехаік,механік,інше,TRUE,1,yes,1149
миханіка,механік,інше,TRUE,1,,1149
єлектромеханик,механік,інше,TRUE,2,,1149
мєханік,механік,інше,TRUE,2,yes,1149
механізованного,механік,інше,TRUE,2,,1149
міханік,механік,інше,TRUE,3,yes,1149
механика,механік,інше,TRUE,5,,1149
механічної,механік,інше,TRUE,5,,1149
механнік,механік,інше,TRUE,9,,1149
механик,механік,інше,TRUE,62,yes,1149
механік,механік,інше,FALSE,1149,,1149
обєднання,об'єднання,апостроф,TRUE,2,,51
об*єднаннями,об'єднання,апостроф,TRUE,2,,51
"об""єднаннями",об'єднання,апостроф,TRUE,6,,51
об'єднанного,об'єднання,апостроф,TRUE,10,,51
об'єднання,об'єднання,апостроф,FALSE,51,,51
об'єтів,об'єктів,апостроф,TRUE,1,,881
об'єків,об'єктів,апостроф,TRUE,2,,881
об'ктів,об'єктів,апостроф,TRUE,2,,881
об'єктв,об'єктів,апостроф,TRUE,2,,881
об'ектів,об'єктів,апостроф,TRUE,5,,881
обьєктів,об'єктів,апостроф,TRUE,6,,881
об*єктів,об'єктів,апостроф,TRUE,7,,881
"об""єктів",об'єктів,апостроф,TRUE,59,,881
обєктів,об'єктів,апостроф,TRUE,193,,881
об'єктів,об'єктів,апостроф,FALSE,881,,881
оперупововажений,оперуповноважений,інше,TRUE,1,,2261
опуруповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповеоважений,оперуповноважений,інше,TRUE,1,,2261
оперкповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповнважений,оперуповноважений,інше,TRUE,1,,2261
оперуповноваєений,оперуповноважений,інше,TRUE,1,,2261
орперуповноважений,оперуповноважений,інше,TRUE,1,,2261
оеруповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповнованений,оперуповноважений,інше,TRUE,1,,2261
оперупровноважений,оперуповноважений,інше,TRUE,1,,2261
оперупосноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповновачений,оперуповноважений,інше,TRUE,1,,2261
оперуповновавжений,оперуповноважений,інше,TRUE,1,,2261
оперуповноважениний,оперуповноважений,інше,TRUE,1,,2261
оперупорвноважений,оперуповноважений,інше,TRUE,1,,2261
оперувповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповновпжений,оперуповноважений,інше,TRUE,1,,2261
оперуповноваажений,оперуповноважений,інше,TRUE,1,,2261
опереповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповноважнений,оперуповноважений,інше,TRUE,1,,2261
ореруповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповниважений,оперуповноважений,інше,TRUE,1,,2261
оперупрвноважений,оперуповноважений,інше,TRUE,1,,2261
оперцповноважений,оперуповноважений,інше,TRUE,1,,2261
оперуповновежений,оперуповноважений,інше,TRUE,1,,2261
оперуповноважени,оперуповноважений,інше,TRUE,1,,2261
оперуповноваджений,оперуповноважений,інше,TRUE,1,,2261
оперуповнорважений,оперуповноважений,інше,TRUE,1,,2261
оперуповноважиний,оперуповноважений,інше,TRUE,2,,2261
оперуповнеоважений,оперуповноважений,інше,TRUE,2,,2261
оперуповановажений,оперуповноважений,інше,TRUE,2,,2261
оперуповноважения,оперуповноважений,інше,TRUE,2,,2261
опруповноважений,оперуповноважений,інше,TRUE,2,,2261
оперуовноважений,оперуповноважений,інше,TRUE,2,,2261
оперуповноважениий,оперуповноважений,інше,TRUE,2,,2261
оперуповноважжений,оперуповноважений,інше,TRUE,2,,2261
опреруповноважений,оперуповноважений,інше,TRUE,3,,2261
оперуповноажений,оперуповноважений,інше,TRUE,3,,2261
оперуповновжений,оперуповноважений,інше,TRUE,3,,2261
оперуоповноважений,оперуповноважений,інше,TRUE,3,,2261
оперупавноважений,оперуповноважений,інше,TRUE,3,,2261
опероповноважений,оперуповноважений,інше,TRUE,3,,2261
оперуповноваженій,оперуповноважений,інше,TRUE,3,,2261
оперуповнаважений,оперуповноважений,інше,TRUE,3,,2261
оперуповновадений,оперуповноважений,інше,TRUE,4,,2261
оперуповноважеий,оперуповноважений,інше,TRUE,5,,2261
оперуповоноважений,оперуповноважений,інше,TRUE,5,,2261
оперуповноваженй,оперуповноважений,інше,TRUE,5,,2261
опеуповноважений,оперуповноважений,інше,TRUE,6,,2261
оперуповноважний,оперуповноважений,інше,TRUE,7,,2261
оперупоноважений,оперуповноважений,інше,TRUE,15,,2261
опероуповноважений,оперуповноважений,інше,TRUE,27,,2261
оперуповноваженний,оперуповноважений,інше,TRUE,81,,2261
оперуповноважений,оперуповноважений,інше,FALSE,2261,,2261
оііцер,офіцер,інше,TRUE,1,,2609
офіцерского,офіцер,інше,TRUE,1,,2609
овфіцер,офіцер,інше,TRUE,1,yes,2609
офіцерс,офіцер,інше,TRUE,1,yes,2609
твоофіцера,офіцер,інше,TRUE,1,,2609
офецер,офіцер,інше,TRUE,1,yes,2609
офіцев,офіцер,інше,TRUE,1,,2609
офійцер,офіцер,інше,TRUE,1,yes,2609
офіцур,офіцер,інше,TRUE,1,yes,2609
офіцр,офіцер,інше,TRUE,1,,2609
офіцепр,офіцер,інше,TRUE,1,,2609
офіценр,офіцер,інше,TRUE,1,,2609
офііцер,офіцер,інше,TRUE,1,,2609
офіцнр,офіцер,інше,TRUE,1,,2609
офіцкр,офіцер,інше,TRUE,1,,2609
офвіцер,офіцер,інше,TRUE,1,yes,2609
оофіцер,офіцер,інше,TRUE,1,,2609
офіцерав,офіцер,інше,TRUE,1,yes,2609
офцер,офіцер,інше,TRUE,2,,2609
офіце,офіцер,інше,TRUE,2,,2609
оіцер,офіцер,інше,TRUE,2,,2609
офіціер,офіцер,інше,TRUE,2,yes,2609
офіцір,офіцер,інше,TRUE,3,yes,2609
оффіцер,офіцер,інше,TRUE,4,,2609
офіер,офіцер,інше,TRUE,6,,2609
офицер,офіцер,інше,TRUE,22,,2609
офіцер,офіцер,інше,FALSE,2609,,2609
реєстратр,реєстратор,інше,TRUE,1,,1384
рєстратор,реєстратор,інше,TRUE,1,,1384
рестратор,реєстратор,інше,TRUE,1,,1384
реєстротор,реєстратор,інше,TRUE,1,,1384
реєстрато,реєстратор,інше,TRUE,1,,1384
реєєстратор,реєстратор,інше,TRUE,2,,1384
реєсратор,реєстратор,інше,TRUE,2,,1384
реєстратрації,реєстратор,інше,TRUE,2,,1384
реєтратор,реєстратор,інше,TRUE,2,,1384
реестратор,реєстратор,інше,TRUE,3,,1384
реєстатор,реєстратор,інше,TRUE,5,,1384
реєстратор,реєстратор,інше,FALSE,1384,,1384
секреторіату,секретар,інше,TRUE,1,,3065
секретор,секретар,інше,TRUE,1,yes,3065
секретаь,секретар,інше,TRUE,1,,3065
секкретаря,секретар,інше,TRUE,1,,3065
секртар,секретар,інше,TRUE,1,,3065
секркетар,секретар,інше,TRUE,1,,3065
сектретар,секретар,інше,TRUE,1,,3065
секретак,секретар,інше,TRUE,1,yes,3065
секрітаріату,секретар,інше,TRUE,1,yes,3065
саекретар,секретар,інше,TRUE,1,,3065
секретаріата,секретар,інше,TRUE,1,,3065
секретр,секретар,інше,TRUE,1,yes,3065
скретар,секретар,інше,TRUE,1,,3065
серкретаря,секретар,інше,TRUE,1,,3065
сектретаріату,секретар,інше,TRUE,1,,3065
сектетар,секретар,інше,TRUE,1,,3065
секретаріту,секретар,інше,TRUE,2,,3065
секетар,секретар,інше,TRUE,2,yes,3065
секрета,секретар,інше,TRUE,2,,3065
секрктаріату,секретар,інше,TRUE,2,,3065
серкретар,секретар,інше,TRUE,3,,3065
секратар,секретар,інше,TRUE,4,yes,3065
секретер,секретар,інше,TRUE,4,,3065
секрктар,секретар,інше,TRUE,4,,3065
секритар,секретар,інше,TRUE,6,,3065
секректар,секретар,інше,TRUE,6,,3065
серетар,секретар,інше,TRUE,7,,3065
секретарь,секретар,інше,TRUE,22,,3065
секретар,секретар,інше,FALSE,3065,,3065
сімї,сімʼї,апостроф,TRUE,1,,548
сімї'ї,сімʼї,апостроф,TRUE,1,,548
сімьї,сімʼї,апостроф,TRUE,4,,548
сім*ї,сімʼї,апостроф,TRUE,8,,548
"сім""ї",сімʼї,апостроф,TRUE,69,,548
сімї,сімʼї,апостроф,TRUE,73,,548
сім'ї,сімʼї,апостроф,FALSE,548,,548
смеціаліст,спеціаліст,інше,TRUE,1,,42315
српеціаліст,спеціаліст,інше,TRUE,1,,42315
смпеціаліст,спеціаліст,інше,TRUE,1,,42315
спеціалісп,спеціаліст,інше,TRUE,1,,42315
спекціаліст,спеціаліст,інше,TRUE,1,,42315
спеццаліст,спеціаліст,інше,TRUE,1,yes,42315
спецїаліст,спеціаліст,інше,TRUE,1,yes,42315
стеціаліст,спеціаліст,інше,TRUE,1,yes,42315
саеціаліст,спеціаліст,інше,TRUE,1,,42315
спеуіаліст,спеціаліст,інше,TRUE,1,,42315
спеіціаліст,спеціаліст,інше,TRUE,1,,42315
спецйіаліст,спеціаліст,інше,TRUE,1,,42315
цпеціаліст,спеціаліст,інше,TRUE,1,,42315
спеціалісст,спеціаліст,інше,TRUE,1,,42315
спнціаліст,спеціаліст,інше,TRUE,1,,42315
спиціаліст,спеціаліст,інше,TRUE,1,yes,42315
сеціаліста,спеціаліст,інше,TRUE,1,,42315
спесціаліст,спеціаліст,інше,TRUE,1,yes,42315
спеціадіст,спеціаліст,інше,TRUE,1,,42315
спеціаляст,спеціаліст,інше,TRUE,1,yes,42315
спейціаліст,спеціаліст,інше,TRUE,1,yes,42315
спеціфліст,спеціаліст,інше,TRUE,1,,42315
спеційаліст,спеціаліст,інше,TRUE,1,yes,42315
спеціалівст,спеціаліст,інше,TRUE,1,,42315
спеніаліст,спеціаліст,інше,TRUE,1,,42315
спеціаціст,спеціаліст,інше,TRUE,1,,42315
спецілаліст,спеціаліст,інше,TRUE,1,,42315
ппеціаліст,спеціаліст,інше,TRUE,1,,42315
спенціаліст,спеціаліст,інше,TRUE,2,,42315
спепціаліст,спеціаліст,інше,TRUE,2,,42315
спеціалісь,спеціаліст,інше,TRUE,2,,42315
спеціцаліст,спеціаліст,інше,TRUE,2,,42315
спеціпаліст,спеціаліст,інше,TRUE,2,yes,42315
спеціапліст,спеціаліст,інше,TRUE,2,,42315
спеліаліст,спеціаліст,інше,TRUE,2,,42315
спкціаліст,спеціаліст,інше,TRUE,3,,42315
спеціаліаст,спеціаліст,інше,TRUE,3,,42315
спеціалііст,спеціаліст,інше,TRUE,3,,42315
спеціалвст,спеціаліст,інше,TRUE,4,,42315
сцеціаліст,спеціаліст,інше,TRUE,4,,42315
сппеціаліст,спеціаліст,інше,TRUE,4,,42315
спціаліст,спеціаліст,інше,TRUE,4,,42315
спесіаліст,спеціаліст,інше,TRUE,4,yes,42315
спецівліст,спеціаліст,інше,TRUE,4,,42315
снеціаліст,спеціаліст,інше,TRUE,4,,42315
спреціаліст,спеціаліст,інше,TRUE,6,,42315
спеціоліст,спеціаліст,інше,TRUE,6,yes,42315
среціаліст,спеціаліст,інше,TRUE,7,yes,42315
спеціаіліст,спеціаліст,інше,TRUE,7,,42315
спіціаліст,спеціаліст,інше,TRUE,8,yes,42315
пеціаліст,спеціаліст,інше,TRUE,8,,42315
спецііаліст,спеціаліст,інше,TRUE,8,,42315
спеціальст,спеціаліст,інше,TRUE,8,,42315
спецеаліст,спеціаліст,інше,TRUE,9,yes,42315
спаціаліст,спеціаліст,інше,TRUE,11,yes,42315
спеціаіст,спеціаліст,інше,TRUE,16,,42315
спеіаліст,спеціаліст,інше,TRUE,19,,42315
спеціаліт,спеціаліст,інше,TRUE,20,,42315
спеціаласт,спеціаліст,інше,TRUE,22,yes,42315
спеціліст,спеціаліст,інше,TRUE,25,yes,42315
сеціаліст,спеціаліст,інше,TRUE,32,,42315
специаліст,спеціаліст,інше,TRUE,36,yes,42315
спеціалст,спеціаліст,інше,TRUE,36,,42315
спеціаліс,спеціаліст,інше,TRUE,46,,42315
спецаліст,спеціаліст,інше,TRUE,49,,42315
спеціалист,спеціаліст,інше,TRUE,153,yes,42315
спеціаліст,спеціаліст,інше,FALSE,42315,,42315
дпрзуправління,управління,інше,TRUE,1,,51986
упрравління,управління,інше,TRUE,1,,51986
управлінняя,управління,інше,TRUE,1,,51986
управдіння,управління,інше,TRUE,1,,51986
управліняня,управління,інше,TRUE,1,,51986
управлінняу,управління,інше,TRUE,1,,51986
упралінняі,управління,інше,TRUE,1,,51986
уаправління,управління,інше,TRUE,1,,51986
аправління,управління,інше,TRUE,1,,51986
умправління,управління,інше,TRUE,1,,51986
уіправління,управління,інше,TRUE,1,,51986
упрвавління,управління,інше,TRUE,1,,51986
ууправління,управління,інше,TRUE,1,,51986
управлінняї,управління,інше,TRUE,1,,51986
управлііня,управління,інше,TRUE,1,,51986
упрввління,управління,інше,TRUE,1,,51986
упрпвління,управління,інше,TRUE,1,,51986
управлання,управління,інше,TRUE,1,,51986
упраівління,управління,інше,TRUE,1,,51986
управлуння,управління,інше,TRUE,1,yes,51986
управліцння,управління,інше,TRUE,1,,51986
управлання,управління,інше,TRUE,1,,51986
управліннгя,управління,інше,TRUE,1,,51986
іправління,управління,інше,TRUE,1,,51986
управліняи,управління,інше,TRUE,1,,51986
цправління,управління,інше,TRUE,1,,51986
управліннявп,управління,інше,TRUE,1,,51986
управлінняум,управління,інше,TRUE,1,,51986
управліняя,управління,інше,TRUE,1,,51986
управліення,управління,інше,TRUE,1,,51986
управлінняння,управління,інше,TRUE,1,,51986
упраіління,управління,інше,TRUE,2,,51986
управвління,управління,інше,TRUE,2,,51986
управліннія,управління,інше,TRUE,2,,51986
упраиління,управління,інше,TRUE,2,,51986
управлінна,управління,інше,TRUE,2,,51986
упровління,управління,інше,TRUE,2,yes,51986
управлніння,управління,інше,TRUE,2,,51986
уплавління,управління,інше,TRUE,2,,51986
уаравління,управління,інше,TRUE,2,,51986
упроавління,управління,інше,TRUE,2,,51986
управлїння,управління,інше,TRUE,2,,51986
кправління,управління,інше,TRUE,2,,51986
управлення,управління,інше,TRUE,4,,51986
управаління,управління,інше,TRUE,4,,51986
управлління,управління,інше,TRUE,4,,51986
управлівння,управління,інше,TRUE,4,,51986
управлііння,управління,інше,TRUE,4,,51986
управлінняз,управління,інше,TRUE,4,,51986
управніння,управління,інше,TRUE,5,,51986
упрпавління,управління,інше,TRUE,5,,51986
упрапвління,управління,інше,TRUE,5,,51986
управлвння,управління,інше,TRUE,6,,51986
управлінн,управління,інше,TRUE,7,,51986
управлінняі,управління,інше,TRUE,8,,51986
упавління,управління,інше,TRUE,10,,51986
управлння,управління,інше,TRUE,11,,51986
управлиння,управління,інше,TRUE,13,,51986
управіння,управління,інше,TRUE,14,,51986
уравління,управління,інше,TRUE,15,yes,51986
управіління,управління,інше,TRUE,19,,51986
упрвління,управління,інше,TRUE,21,,51986
управлінння,управління,інше,TRUE,34,,51986
управліня,управління,інше,TRUE,80,,51986
упраління,управління,інше,TRUE,86,,51986
управління,управління,інше,FALSE,51986,,51986
факівець,фахівець,інше,TRUE,2,yes,4676
фацівець,фахівець,інше,TRUE,2,,4676
фіхівець,фахівець,інше,TRUE,2,yes,4676
фахівеь,фахівець,інше,TRUE,2,,4676
фазівець,фахівець,інше,TRUE,2,,4676
фагівець,фахівець,інше,TRUE,2,,4676
фаїівець,фахівець,інше,TRUE,2,,4676
фохівець,фахівець,інше,TRUE,4,yes,4676
фахівеці,фахівець,інше,TRUE,4,,4676
фахівкць,фахівець,інше,TRUE,4,,4676
фахівель,фахівець,інше,TRUE,4,yes,4676
фаівець,фахівець,інше,TRUE,4,,4676
вахівець,фахівець,інше,TRUE,4,yes,4676
фахвець,фахівець,інше,TRUE,6,,4676
фахіець,фахівець,інше,TRUE,6,,4676
фахівць,фахівець,інше,TRUE,8,,4676
фахіфець,фахівець,інше,TRUE,10,yes,4676
фахивець,фахівець,інше,TRUE,14,yes,4676
фахівец,фахівець,інше,TRUE,26,yes,4676
фахівець,фахівець,інше,FALSE,4676,,4676
фельдщер,фельдшер,інше,TRUE,1,,379
фельдлшер,фельдшер,інше,TRUE,1,,379
фельдшир,фельдшер,інше,TRUE,1,,379
фельдер,фельдшер,інше,TRUE,1,,379
фельшер,фельдшер,інше,TRUE,26,yes,379
фельдшер,фельдшер,інше,FALSE,379,,379
юрісконсульт,юрисконсульт,інше,TRUE,2,,1514
юристконсультант,юрисконсульт,інше,TRUE,2,,1514
юрискрнсульт,юрисконсульт,інше,TRUE,2,,1514
юрисконстульт,юрисконсульт,інше,TRUE,2,yes,1514
юрисконксульт,юрисконсульт,інше,TRUE,2,,1514
юрисконсулют,юрисконсульт,інше,TRUE,2,yes,1514
юрсконсульт,юрисконсульт,інше,TRUE,2,,1514
юрисконцульт,юрисконсульт,інше,TRUE,2,yes,1514
юрискосульт,юрисконсульт,інше,TRUE,4,,1514
юрисконсуль,юрисконсульт,інше,TRUE,4,,1514
юристконсульт,юрисконсульт,інше,TRUE,56,yes,1514
юрисконсульт,юрисконсульт,інше,FALSE,1514,,1514